,City,Temp_Farenheit,Humidity,Cloudiness,Windspeed,Latitude,Longitude
1180,Nikolskoye,24.80,85.00%,90.00%,16.11,69.44,-133.03
1181,Hobart,80.24,74.00%,75.00%,5.82,5.28,115.24
1182,Beloha,32.21,100.00%,88.00%,4.85,59.24,163.07
1183,Bredasdorp,24.20,86.00%,68.00%,15.03,71.97,114.09
1184,Cabo San Lucas,48.99,30.00%,12.00%,5.01,37.17,-99.65
1185,Rikitea,65.33,90.00%,0.00%,1.05,15.34,74.49
1186,Faya,77.00,94.00%,12.00%,9.17,-21.21,-159.78
1187,Castro,51.78,81.00%,75.00%,10.29,31.8,34.94
1188,Kodiak,57.59,84.00%,0.00%,2.73,-12.18,26.4
1189,Champerico,10.79,70.00%,0.00%,2.73,67.55,133.39
1190,Rikitea,86.31,48.00%,75.00%,13.87,21.05,-89.07
1191,Verkhnevilyuysk,24.80,85.00%,90.00%,16.11,69.44,-133.03
1192,Longyearbyen,75.32,62.00%,88.00%,8.43,-15.15,-42.87
1193,Chokurdakh,76.58,62.00%,0.00%,1.28,-8.93,125.41
1194,Arraial Do Cabo,58.03,59.00%,92.00%,9.17,28.66,-17.92
1195,Chimbote,62.60,55.00%,75.00%,4.70,8.96,38.73
1196,Hermanus,65.33,86.00%,8.00%,1.72,19.76,84.43
1197,Hasaki,28.79,95.00%,92.00%,9.22,71.98,102.47
1198,Taolanaro,67.04,39.00%,76.00%,10.67,-46.43,-67.52
1199,Hay River,76.95,83.00%,40.00%,6.93,-16.99,145.42
1200,Geraldton,67.94,100.00%,88.00%,14.03,-33.59,26.89
1201,Cap-Chat,50.48,68.00%,32.00%,14.47,-45.41,167.72
1202,Cayhagan,87.80,19.00%,5.00%,11.41,27.52,-110.01
1203,Busselton,51.80,43.00%,0.00%,7.20,-23.7,133.88
1204,Maumere,76.41,83.00%,40.00%,8.05,-20.41,57.7
1205,Lidorikion,-3.53,85.00%,44.00%,4.41,77.48,-69.36
1206,New Norfolk,82.60,70.00%,20.00%,16.11,-0.74,-90.35
1207,Rikitea,64.40,27.00%,75.00%,8.05,50.68,-120.34
1208,Grand River South East,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1209,Yellowknife,24.80,85.00%,90.00%,16.11,69.44,-133.03
1210,Atuona,48.92,45.00%,1.00%,3.36,64.86,-147.8
1211,Salcininkai,57.50,80.00%,20.00%,4.29,-33.21,138.6
1212,Mbekenyera,55.18,62.00%,75.00%,17.22,-53.16,-70.91
1213,Mataura,38.07,40.00%,75.00%,9.17,41.16,-87.88
1214,Hilo,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1215,Saint-Philippe,45.39,70.00%,36.00%,4.70,40.97,-5.66
1216,Batagay-Alyta,23.03,76.00%,8.00%,6.98,71.64,128.87
1217,Torbay,75.74,65.00%,40.00%,4.70,18.43,-65.83
1218,Rawson,57.50,80.00%,20.00%,4.29,-33.21,138.6
1219,San Cristobal,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1220,Vaini,55.18,62.00%,75.00%,17.22,-53.16,-70.91
1221,Katsuura,26.90,100.00%,20.00%,22.53,60.14,-45.24
1222,Langham,14.57,74.00%,24.00%,3.18,68.06,166.44
1223,Hermanus,78.96,88.00%,40.00%,11.41,22.08,-159.32
1224,Ushuaia,41.00,100.00%,75.00%,8.05,38.92,139.93
1225,Mao,28.97,57.00%,64.00%,2.62,48.81,103.53
1226,Tooele,38.32,56.00%,75.00%,26.40,42.65,-73.75
1227,Coihaique,77.57,96.00%,0.00%,3.62,-9.65,120.26
1228,Punta Arenas,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1229,Bluff,-3.53,85.00%,44.00%,4.41,77.48,-69.36
1230,Atuona,38.32,56.00%,75.00%,26.40,42.65,-73.75
1231,Carnarvon,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1232,Butaritari,57.20,87.00%,90.00%,6.93,-41.87,-73.83
1233,Ancud,76.42,83.00%,40.00%,8.05,-20.34,57.76
1234,Thompson,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1235,Siguiri,44.58,60.00%,0.00%,2.24,46.28,21.92
1236,Salinas,77.66,90.00%,8.00%,3.74,5.43,7.07
1237,Shangzhi,27.44,46.00%,12.00%,6.53,43.65,111.97
1238,Pevek,45.12,16.00%,1.00%,8.05,39.95,-94.76
1239,Sioux Lookout,59.00,88.00%,88.00%,5.01,-34.42,19.24
1240,Vaini,76.13,85.00%,0.00%,1.95,-3.36,135.5
1241,Atuona,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1242,Vaini,53.02,66.00%,75.00%,10.29,-42.78,147.06
1243,At-Bashi,81.01,26.00%,0.00%,12.75,25.27,55.3
1244,Kamina,23.00,73.00%,80.00%,18.34,65.61,-37.64
1245,New Norfolk,55.00,68.00%,24.00%,8.01,-46.19,168.86
1246,Ukiah,59.00,88.00%,88.00%,5.01,-34.42,19.24
1247,Aklavik,80.36,100.00%,48.00%,11.45,-2.67,141.3
1248,Pevek,82.60,70.00%,20.00%,16.11,-0.74,-90.35
1249,Hermanus,28.40,50.00%,90.00%,10.29,55.74,-97.86
1250,Axim,62.55,82.00%,24.00%,5.82,-28.95,153.24
1251,Luorong,78.56,93.00%,0.00%,21.52,20.87,-90.4
1252,Ancud,68.70,47.00%,80.00%,12.01,-33.64,115.35
1253,Pendleton,51.93,27.00%,1.00%,8.05,40.83,-115.76
1254,Chicama,10.70,73.00%,44.00%,1.95,52.51,99.83
1255,Hilo,65.33,90.00%,0.00%,1.05,15.34,74.49
1256,Vardo,-3.53,85.00%,44.00%,4.41,77.48,-69.36
1257,Turayf,62.60,55.00%,75.00%,4.70,8.96,38.73
1258,Gambela,77.84,92.00%,0.00%,8.77,24.14,67.45
1259,Ushuaia,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1260,Katsuura,30.20,86.00%,90.00%,7.54,64.42,-173.23
1261,Koutsouras,65.33,90.00%,36.00%,5.30,-34.48,-54.34
1262,Ushuaia,59.00,88.00%,88.00%,5.01,-34.42,19.24
1263,Muli,81.63,65.00%,20.00%,11.41,10.24,-61.45
1264,Taolanaro,28.79,95.00%,92.00%,9.22,71.98,102.47
1265,Longyearbyen,79.64,69.00%,20.00%,6.53,8.56,0.98
1266,Puerto Ayora,55.00,68.00%,44.00%,8.01,-46.13,167.69
1267,Atuona,72.26,91.00%,32.00%,1.95,-2.95,12.72
1268,Humaita,70.01,50.00%,0.00%,9.10,-23.58,149.07
1269,Formosa,77.00,94.00%,12.00%,9.17,-21.21,-159.78
1270,Ushuaia,82.60,70.00%,20.00%,16.11,-0.74,-90.35
1271,East London,21.86,83.00%,56.00%,1.95,29.28,82.18
1272,Illoqqortoormiut,23.12,72.00%,32.00%,6.42,63.45,120.31
1273,Nikolskoye,43.99,75.00%,0.00%,4.52,46.02,15.48
1274,Nador,29.96,81.00%,88.00%,7.09,66.04,60.13
1275,Ushuaia,48.20,39.00%,75.00%,8.05,63.59,-135.9
1276,Hermanus,55.00,68.00%,24.00%,8.01,-46.19,168.86
1277,Katav-Ivanovsk,57.50,80.00%,20.00%,4.29,-33.21,138.6
1278,Tuktoyaktuk,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1279,Victoria,53.28,93.00%,0.00%,2.24,43.2,-8.36
1280,Ossora,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1281,Saskylakh,28.70,90.00%,92.00%,14.81,69.49,88.39
1282,Sitka,81.26,71.00%,68.00%,4.63,-26.98,-56.83
1283,Vaini,38.32,56.00%,75.00%,26.40,42.65,-73.75
1284,Avarua,23.00,73.00%,80.00%,18.34,65.61,-37.64
1285,Gizo,44.42,70.00%,75.00%,9.17,34.68,135.8
1286,Solwezi,47.42,78.00%,0.00%,4.41,41.42,-6.55
1287,Verkhoyansk,68.70,47.00%,80.00%,12.01,-33.64,115.35
1288,Teya,55.00,68.00%,24.00%,8.01,-46.19,168.86
1289,Tuktoyaktuk,26.60,86.00%,40.00%,4.47,64.54,40.54
1290,Monte Azul,43.64,59.00%,0.00%,2.73,30.78,78.62
1291,Airai,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1292,Nizhneyansk,30.81,86.00%,75.00%,21.92,63.83,10.7
1293,Taolanaro,29.69,99.00%,68.00%,2.95,50.68,156.12
1294,Los Llanos De Aridane,82.97,100.00%,0.00%,5.41,-0.6,73.08
1295,Lebu,59.30,100.00%,68.00%,24.87,38.52,-28.7
1296,Sorada,77.66,90.00%,8.00%,3.74,5.43,7.07
1297,Khatanga,77.66,68.00%,0.00%,5.97,9.62,6.55
1298,Samusu,35.55,69.00%,90.00%,20.80,62.45,-114.38
1299,Mar Del Plata,71.29,30.00%,5.00%,8.05,37.46,-122.43
1300,Mareeba,60.15,87.00%,40.00%,3.36,-33.93,18.42
1301,Port Alfred,45.12,16.00%,1.00%,8.05,39.95,-94.76
1302,Te Anau,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1303,Taburao,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1304,Laguna,28.79,95.00%,92.00%,9.22,71.98,102.47
1305,Alice Springs,35.55,69.00%,90.00%,20.80,62.45,-114.38
1306,Mahebourg,74.78,94.00%,0.00%,7.76,25.29,60.65
1307,Kazalinsk,30.20,86.00%,90.00%,7.54,64.42,-173.23
1308,Mazatan,50.00,66.00%,0.00%,3.36,41.89,12.48
1309,Qaanaaq,32.94,82.00%,90.00%,8.95,59.7,30.79
1310,Puerto Ayora,44.42,70.00%,75.00%,9.17,34.68,135.8
1311,Pietarsaari,8.45,81.00%,0.00%,2.73,69.7,170.27
1312,Kamloops,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1313,Ushuaia,70.61,33.00%,1.00%,6.93,35.42,-119.02
1314,Tuktoyaktuk,6.80,60.00%,40.00%,4.70,78.22,15.63
1315,College,48.20,39.00%,75.00%,8.05,63.59,-135.9
1316,Solsvik,32.94,82.00%,90.00%,8.95,59.7,30.79
1317,Jamestown,17.27,72.00%,0.00%,13.47,66.83,70.83
1318,Punta Arenas,59.30,100.00%,68.00%,24.87,38.52,-28.7
1319,Bourbonnais,51.46,71.00%,0.00%,12.75,48.95,4.24
1320,Rikitea,55.00,68.00%,24.00%,8.01,-46.19,168.86
1321,Tawnat,78.96,88.00%,40.00%,11.41,22.08,-159.32
1322,Salamanca,59.00,77.00%,24.00%,6.93,-34.29,146.06
1323,Tiksi,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1324,Zhanatas,3.20,84.00%,90.00%,11.41,70.47,-68.59
1325,Vieques,67.31,93.00%,48.00%,2.17,17.44,81.78
1326,Jamestown,53.65,54.00%,75.00%,10.29,29.76,-95.37
1327,Ushuaia,63.44,61.00%,0.00%,10.00,-20.59,27.31
1328,Punta Arenas,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1329,Nanortalik,49.55,29.00%,20.00%,11.41,43.82,-111.79
1330,Bilibino,82.97,100.00%,0.00%,5.41,-0.6,73.08
1331,Kapaa,68.66,42.00%,0.00%,5.64,11.11,7.72
1332,Sakata,59.00,88.00%,88.00%,5.01,-34.42,19.24
1333,Bulgan,34.52,69.00%,90.00%,11.41,45.36,-73.48
1334,Albany,51.57,66.00%,90.00%,10.29,30.37,-88.56
1335,Waingapu,63.00,49.00%,0.00%,15.99,-46.28,169.85
1336,Ushuaia,10.52,100.00%,56.00%,2.62,72.79,-56.15
1337,Qaanaaq,28.43,89.00%,56.00%,8.66,61.17,46.39
1338,Albany,77.20,69.00%,90.00%,5.82,19.71,-155.08
1339,Ushuaia,77.84,89.00%,36.00%,2.95,-2.59,115.38
1340,Ancud,77.03,100.00%,48.00%,3.40,17.08,122.42
1341,Bambous Virieux,67.04,39.00%,76.00%,10.67,-46.43,-67.52
1342,Rikitea,73.16,71.00%,20.00%,9.33,-13.71,-76.2
1343,Taut,48.20,76.00%,20.00%,5.82,50.7,-127.42
1344,Naze,53.02,66.00%,75.00%,10.29,-42.78,147.06
1345,Erenhot,77.00,65.00%,0.00%,3.36,-22.97,-42.02
1346,Kodiak,53.02,66.00%,75.00%,10.29,-42.88,147.33
1347,Hermanus,72.53,100.00%,20.00%,5.19,-33.02,27.91
1348,Nabire,72.62,95.00%,12.00%,2.17,-5.47,22.27
1349,Rikitea,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1350,New Norfolk,28.34,96.00%,88.00%,22.30,73.51,80.55
1351,Dubai,82.09,15.00%,40.00%,12.75,18.99,-98.92
1352,Tasiilaq,26.09,76.00%,80.00%,2.95,46.45,135.83
1353,Mataura,57.20,87.00%,90.00%,6.93,-42.48,-73.76
1354,Hermanus,65.33,90.00%,0.00%,1.05,15.34,74.49
1355,Vanimo,55.18,62.00%,75.00%,17.22,-53.16,-70.91
1356,Puerto Ayora,56.96,88.00%,0.00%,2.73,-13.73,15.06
1357,Thompson,78.80,88.00%,56.00%,10.29,-19.06,-169.92
1358,Codrington,53.02,66.00%,75.00%,10.29,-42.78,147.06
1359,Celestun,62.60,55.00%,75.00%,4.70,8.96,38.73
1360,Busselton,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1361,Elko,78.93,69.00%,40.00%,8.05,18.22,-63.06
1362,Halalo,83.87,100.00%,0.00%,2.06,5.1,73.07
1363,Orlik,60.15,87.00%,40.00%,3.36,-33.93,18.42
1364,Vaini,67.04,39.00%,76.00%,10.67,-46.43,-67.52
1365,Qaanaaq,36.26,82.00%,0.00%,2.84,49.33,34.31
1366,Lebu,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1367,Keti Bandar,59.30,100.00%,68.00%,24.87,38.52,-28.7
1368,Ushuaia,60.15,87.00%,40.00%,3.36,-33.93,18.42
1369,Yanan,68.70,47.00%,80.00%,12.01,-33.64,115.35
1370,Provideniya,53.02,66.00%,75.00%,10.29,-42.88,147.33
1371,Rocha,57.50,80.00%,20.00%,4.29,-33.21,138.6
1372,Hermanus,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1373,Esperance,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1374,Khatanga,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1375,Sotouboua,72.08,98.00%,92.00%,4.29,-3.78,103.55
1376,Tuatapere,34.52,69.00%,90.00%,11.41,45.36,-73.48
1377,Mossendjo,81.26,72.00%,24.00%,8.43,-26.79,-60.44
1378,Bluff,76.42,83.00%,40.00%,8.05,-20.34,57.76
1379,Avarua,74.78,96.00%,32.00%,4.85,12.71,104.89
